Date,open,high,low,close,close t-3,close t-5,close t-7,close t-12,close t-30,close t+3,close t+5,close t+7,close t+12,close t+30,volume,stoch_k,stoch_k_smooth,stoch_d,ma_5,ma_13, fng_value,fng_classification
2018-03-15,8290.759765625,8428.349609375,7783.0498046875,8300.8603515625,9205.1201171875,8866.0,9395.009765625,11489.7001953125,8598.3095703125,8223.6796875,8913.4697265625,8728.4697265625,7833.0400390625,7986.240234375,6834429952,24.034463549058387,27.55531135744906,35.32794369218669,8909.85390625,9805.299954927885,32.0,Fear
2018-03-16,8322.91015625,8585.150390625,8005.31005859375,8338.349609375,9194.849609375,9578.6298828125,9337.5498046875,11512.599609375,9494.6298828125,8630.650390625,8929.2802734375,8879.6201171875,7954.47998046875,8329.1103515625,5289379840,25.774548230248346,20.191899944962405,27.13545247136994,8661.7978515625,9562.88837139423,33.0,Fear
2018-03-17,8321.91015625,8346.5302734375,7812.81982421875,7916.8798828125,8269.8095703125,9205.1201171875,8866.0,11573.2998046875,10166.400390625,8913.4697265625,8728.4697265625,8668.1201171875,7165.7001953125,8058.669921875,4426149888,7.931469951256666,19.24682724352112,22.331346181977523,8404.1498046875,9286.294546274039,31.0,Fear
2018-03-18,7890.52001953125,8245.509765625,7397.990234375,8223.6796875,8300.8603515625,9194.849609375,9578.6298828125,10779.900390625,10233.900390625,8929.2802734375,8879.6201171875,8495.7802734375,6890.52001953125,7902.08984375,6639190016,42.17307247232708,25.29303021794402,21.577252468809178,8209.9158203125,9028.631460336539,29.0,Fear
2018-03-19,8344.1201171875,8675.8701171875,8182.39990234375,8630.650390625,8338.349609375,8269.8095703125,9205.1201171875,9965.5703125,11112.7001953125,8728.4697265625,8668.1201171875,8209.400390625,6973.52978515625,8163.419921875,6729110016,96.46134764536903,48.85529668965091,31.13171805037201,8282.083984375,8863.304537259615,29.0,Fear
2018-03-20,8619.669921875,9051.01953125,8389.8896484375,8913.4697265625,7916.8798828125,8300.8603515625,9194.849609375,9395.009765625,10551.7998046875,8879.6201171875,8495.7802734375,7833.0400390625,6844.22998046875,8294.3095703125,6361789952,91.6789251740708,76.77111509725562,50.30648066828351,8404.605859375,8782.37372295673,37.0,Fear
2018-03-21,8937.48046875,9177.3701171875,8846.330078125,8929.2802734375,8223.6796875,8338.349609375,8269.8095703125,9337.5498046875,11225.2998046875,8668.1201171875,8209.400390625,7954.47998046875,7083.7998046875,8845.830078125,6043129856,86.05751103817879,91.39926128587285,72.3418910242598,8522.7919921875,8746.548377403846,36.0,Fear
2018-03-22,8939.4404296875,9100.7099609375,8564.900390625,8728.4697265625,8630.650390625,7916.8798828125,8300.8603515625,8866.0,11403.7001953125,8495.7802734375,7833.0400390625,7165.7001953125,7456.10986328125,8895.580078125,5530390016,74.77208802004297,84.16950807743085,84.11329482018643,8685.1099609375,8699.696063701924,36.0,Fear
2018-03-23,8736.25,8879.6201171875,8360.6201171875,8879.6201171875,8913.4697265625,8223.6796875,8338.349609375,9578.6298828125,10690.400390625,8209.400390625,7954.47998046875,6890.52001953125,6853.83984375,8802.4599609375,5954120192,70.07448106908822,76.96802670910331,84.17893202413568,8816.298046875,8700.743765024039,28.0,Fear
2018-03-24,8901.9501953125,8996.1796875,8665.7001953125,8668.1201171875,8929.2802734375,8630.650390625,7916.8798828125,9205.1201171875,10005.0,7833.0400390625,7165.7001953125,6973.52978515625,6811.47021484375,8930.8798828125,5664600064,37.64921946740129,60.83192951884414,73.9898214351261,8823.7919921875,8630.704552283654,32.0,Fear
2018-03-25,8612.8095703125,8682.009765625,8449.099609375,8495.7802734375,8728.4697265625,8913.4697265625,8223.6796875,9194.849609375,10301.099609375,7954.47998046875,6890.52001953125,6844.22998046875,6636.31982421875,9697.5,4569880064,16.548534588307316,41.42407837493226,59.74134486762657,8740.2541015625,8576.13994891827,30.0,Fear
2018-03-26,8498.4697265625,8530.080078125,7921.43017578125,8209.400390625,8879.6201171875,8929.2802734375,8630.650390625,8269.8095703125,9813.0703125,7165.7001953125,6973.52978515625,7083.7998046875,6911.08984375,8845.740234375,5921039872,24.419159767552113,26.20563794108689,42.8205486116211,8596.278125,8500.336162860576,31.0,Fear
2018-03-27,8200.0,8232.7802734375,7797.27978515625,7833.0400390625,8668.1201171875,8728.4697265625,8913.4697265625,8300.8603515625,9664.73046875,6890.52001953125,6844.22998046875,7456.10986328125,7023.52001953125,9281.509765625,5378250240,2.982755594219473,14.65014998335962,27.426622099792926,8417.1921875,8466.738506610576,24.0,Extreme Fear
2018-03-28,7836.830078125,8122.89013671875,7809.169921875,7954.47998046875,8495.7802734375,8879.6201171875,8929.2802734375,8338.349609375,10366.7001953125,6973.52978515625,7083.7998046875,6853.83984375,6770.72998046875,8987.0498046875,4935289856,13.112036710086192,13.504650690619245,18.12014620502192,8232.16416015625,8440.093862680289,24.0,Extreme Fear
2018-03-29,7979.06982421875,7994.330078125,7081.3798828125,7165.7001953125,8209.400390625,8668.1201171875,8728.4697265625,7916.8798828125,10725.599609375,6844.22998046875,7456.10986328125,6811.47021484375,6834.759765625,9348.48046875,6361229824,5.267945663480869,7.12091265592883,11.758571109969232,7931.68017578125,8349.890061598559,18.0,Extreme Fear
2018-03-30,7171.4501953125,7276.66015625,6683.93017578125,6890.52001953125,7833.0400390625,8495.7802734375,8879.6201171875,8223.6796875,10397.900390625,7083.7998046875,6853.83984375,6636.31982421875,6968.31982421875,9419.080078125,6289509888,11.190307108199999,9.856763160589006,10.160775502379026,7610.628125,8270.939302884615,12.0,Extreme Fear
2018-03-31,6892.47998046875,7207.85009765625,6863.52001953125,6973.52978515625,7954.47998046875,8209.400390625,8668.1201171875,8630.650390625,10951.0,7456.10986328125,6811.47021484375,6911.08984375,7889.25,9240.5498046875,4553269760,18.697717087872334,11.718656619851053,9.565444145456297,7363.45400390625,8174.77392578125,16.0,Extreme Fear
2018-04-01,7003.06005859375,7060.9501953125,6526.8701171875,6844.22998046875,7165.7001953125,7833.0400390625,8495.7802734375,8913.4697265625,11086.400390625,6853.83984375,6636.31982421875,7023.52001953125,7895.9599609375,9119.009765625,4532100096,19.88445379115347,16.59082599574192,12.722081925393994,7165.6919921875,8037.356971153846,16.0,Extreme Fear
2018-04-02,6844.85986328125,7135.47021484375,6816.580078125,7083.7998046875,6890.52001953125,7954.47998046875,8209.400390625,8929.2802734375,11489.7001953125,6811.47021484375,6911.08984375,6770.72998046875,7986.240234375,9235.919921875,4333440000,37.95195114858196,25.511374009202573,17.940285541598517,6991.55595703125,7896.613131009615,11.0,Extreme Fear
2018-04-03,7102.259765625,7530.93994140625,7072.490234375,7456.10986328125,6973.52978515625,7165.7001953125,7833.0400390625,8728.4697265625,11512.599609375,6636.31982421875,7023.52001953125,6834.759765625,8329.1103515625,9743.8603515625,5499700224,92.54732327174318,50.12790940382619,30.743369802923564,7049.637890625,7783.292330228365,22.0,Extreme Fear
2018-04-04,7456.41015625,7469.8798828125,6803.8798828125,6853.83984375,6844.22998046875,6890.52001953125,7954.47998046875,8879.6201171875,11573.2998046875,6911.08984375,6770.72998046875,6968.31982421875,8058.669921875,9700.759765625,4936000000,32.564441105170125,54.354571841831735,43.33128508495349,7042.30185546875,7639.0900315504805,22.0,Extreme Fear
2018-04-05,6848.64990234375,6933.81982421875,6644.7998046875,6811.47021484375,7083.7998046875,6973.52978515625,7165.7001953125,8668.1201171875,10779.900390625,7023.52001953125,6834.759765625,7889.25,7902.08984375,9858.150390625,5639320064,28.344652014384813,51.15213879709936,51.8782066809191,7009.88994140625,7480.001577524038,17.0,Extreme Fear
2018-04-06,6815.9599609375,6857.490234375,6575.0,6636.31982421875,7456.10986328125,6844.22998046875,6890.52001953125,8495.7802734375,9965.5703125,6770.72998046875,6968.31982421875,7895.9599609375,8163.419921875,9654.7998046875,3766810112,6.414610538036997,22.44123455253063,42.64931506382057,6968.30791015625,7323.709247295673,19.0,Extreme Fear
2018-04-07,6630.509765625,7050.5400390625,6630.509765625,6911.08984375,6853.83984375,7083.7998046875,6973.52978515625,8209.400390625,9395.009765625,6834.759765625,7889.25,7986.240234375,8294.3095703125,9373.009765625,3976610048,35.158050123482646,23.305770891968137,32.299714747199374,6933.76591796875,7201.809983473558,20.0,Extreme Fear
2018-04-08,6919.97998046875,7111.56005859375,6919.97998046875,7023.52001953125,6811.47021484375,7456.10986328125,6844.22998046875,7833.0400390625,9337.5498046875,6968.31982421875,7895.9599609375,8329.1103515625,8845.830078125,9234.8203125,3652499968,50.12069531852761,30.56445199334907,25.437152479282613,6847.24794921875,7110.588416466346,17.0,Extreme Fear
2018-04-09,7044.31982421875,7178.10986328125,6661.990234375,6770.72998046875,6636.31982421875,6853.83984375,7083.7998046875,7954.47998046875,8866.0,7889.25,7986.240234375,8058.669921875,8895.580078125,9325.1796875,4894060032,32.45345373790955,39.24406639330659,31.03809642620793,6830.6259765625,7028.8722581129805,21.0,Extreme Fear
2018-04-10,6795.43994140625,6872.41015625,6704.14990234375,6834.759765625,6911.08984375,6811.47021484375,7456.10986328125,7165.7001953125,9578.6298828125,7895.9599609375,8329.1103515625,7902.08984375,8802.4599609375,9043.9404296875,4272750080,43.07005761964557,41.881402225360894,37.22997353733885,6835.28388671875,6942.7399338942305,18.0,Extreme Fear
2018-04-11,6843.47021484375,6968.31982421875,6817.58984375,6968.31982421875,7023.52001953125,6636.31982421875,6853.83984375,6890.52001953125,9205.1201171875,7986.240234375,8058.669921875,8163.419921875,8930.8798828125,8441.490234375,4641889792,61.68918888794768,45.73756674850091,42.28767845572279,6901.68388671875,6927.5568284254805,20.0,Extreme Fear
2018-04-12,6955.3798828125,7899.22998046875,6806.509765625,7889.25,6770.72998046875,6911.08984375,6811.47021484375,6973.52978515625,9194.849609375,8329.1103515625,7902.08984375,8294.3095703125,9697.5,8504.8896484375,8906250240,99.19336729196915,67.98420459985412,51.867724524571976,7097.31591796875,7004.382211538462,18.0,Extreme Fear
2018-04-13,7901.08984375,8183.9599609375,7758.93017578125,7895.9599609375,6834.759765625,7023.52001953125,6636.31982421875,6844.22998046875,8269.8095703125,8058.669921875,8163.419921875,8845.830078125,8845.740234375,8723.9404296875,7764460032,81.0771531802756,80.65323645339747,64.79166926725084,7271.80390625,7075.33837890625,23.0,Extreme Fear
2018-04-14,7874.669921875,8140.7099609375,7846.0,7986.240234375,6968.31982421875,6770.72998046875,6911.08984375,7083.7998046875,8300.8603515625,7902.08984375,8294.3095703125,8895.580078125,9281.509765625,8716.7900390625,5191430144,86.63884426151344,88.96978824458604,79.20240976594589,7514.90595703125,7163.185321514423,23.0,Extreme Fear
2018-04-15,7999.330078125,8338.419921875,7999.330078125,8329.1103515625,7889.25,6834.759765625,7023.52001953125,7456.10986328125,8338.349609375,8163.419921875,8845.830078125,8802.4599609375,8987.0498046875,8510.3798828125,5244480000,99.39229005862269,89.03609583347058,86.21970684381802,7813.77607421875,7258.978440504808,23.0,Extreme Fear
2018-04-16,8337.5703125,8371.150390625,7925.72998046875,8058.669921875,7895.9599609375,6968.31982421875,6770.72998046875,6853.83984375,7916.8798828125,8294.3095703125,8895.580078125,8930.8798828125,9348.48046875,8368.830078125,5631309824,80.02861080319961,88.68658170777856,88.89748859527839,8031.84609375,7305.329214242788,23.0,Extreme Fear
2018-04-17,8071.66015625,8285.9599609375,7881.72021484375,7902.08984375,7986.240234375,7889.25,6834.759765625,6811.47021484375,8223.6796875,8845.830078125,8802.4599609375,9697.5,9419.080078125,8094.31982421875,6900879872,23.38368849929057,67.60152978703762,81.77473577609558,8034.4140625,7385.963829627404,26.0,Fear
2018-04-18,7944.43017578125,8197.7998046875,7886.009765625,8163.419921875,8329.1103515625,7895.9599609375,6968.31982421875,6636.31982421875,8630.650390625,8895.580078125,8930.8798828125,8845.740234375,9240.5498046875,8250.9697265625,6529909760,60.44362292051756,54.618640741002565,70.30225074527291,8087.9060546875,7489.9599609375,24.0,Extreme Fear
2018-04-19,8159.27001953125,8298.6904296875,8138.77978515625,8294.3095703125,8058.669921875,7986.240234375,7889.25,6911.08984375,8913.4697265625,8802.4599609375,9697.5,9281.509765625,9119.009765625,8247.1796875,7063209984,84.29994223591888,56.04241788524232,59.42086280442749,8149.519921875,7617.497633713942,25.0,Extreme Fear
2018-04-20,8286.8798828125,8880.23046875,8244.5400390625,8845.830078125,7902.08984375,8329.1103515625,7895.9599609375,7023.52001953125,8929.2802734375,8930.8798828125,8845.740234375,8987.0498046875,9235.919921875,8513.25,8438110208,96.5548285067256,80.43279788772067,63.697952171321845,8252.8638671875,7766.323805588942,26.0,Fear
2018-04-21,8848.7900390625,8997.5703125,8652.150390625,8895.580078125,8163.419921875,8058.669921875,7986.240234375,6770.72998046875,8728.4697265625,9697.5,9281.509765625,9348.48046875,9743.8603515625,8418.990234375,7548550144,90.8598623964615,90.57154437970196,75.68225338422165,8420.2458984375,7910.3284254807695,32.0,Fear
2018-04-22,8925.0595703125,9001.6396484375,8779.6103515625,8802.4599609375,8294.3095703125,7902.08984375,8329.1103515625,6834.759765625,8879.6201171875,8845.740234375,8987.0498046875,9419.080078125,9700.759765625,8041.77978515625,6629899776,82.14643668401311,89.8537091957334,86.952683821052,8600.319921875,8066.615347055288,31.0,Fear
2018-04-23,8794.3896484375,8958.5498046875,8788.8095703125,8930.8798828125,8845.830078125,8163.419921875,8058.669921875,6968.31982421875,8668.1201171875,9281.509765625,9348.48046875,9240.5498046875,9858.150390625,7557.81982421875,6925190144,91.79939076596779,88.26856328214745,89.56460561919427,8753.8119140625,8227.855356069711,28.0,Fear
2018-04-24,8934.33984375,9732.6103515625,8927.830078125,9697.5,8895.580078125,8294.3095703125,7902.08984375,7889.25,8495.7802734375,8987.0498046875,9419.080078125,9119.009765625,9654.7998046875,7587.33984375,10678800384,97.6405448541263,90.52879076803572,89.55035441530553,9034.45,8437.79229266827,29.0,Fear
2018-04-25,9701.0302734375,9745.3203125,8799.83984375,8845.740234375,8802.4599609375,8845.830078125,8163.419921875,7895.9599609375,8209.400390625,9348.48046875,9240.5498046875,9235.919921875,9373.009765625,7480.14013671875,11083100160,17.70903497033248,69.0496568634755,82.61567030455289,9034.43203125,8511.36846454327,64.0,Greed
2018-04-26,8867.3203125,9281.509765625,8727.08984375,9281.509765625,8930.8798828125,8895.580078125,8294.3095703125,7986.240234375,7833.0400390625,9419.080078125,9119.009765625,9743.8603515625,9234.8203125,7355.8798828125,8970559488,54.44935492409856,56.599644916185774,72.05936418256566,9111.61796875,8617.94921875,47.0,Neutral
2018-04-27,9290.6298828125,9375.4697265625,8987.0498046875,8987.0498046875,9697.5,8802.4599609375,8845.830078125,8329.1103515625,7954.47998046875,9240.5498046875,9235.919921875,9700.759765625,9325.1796875,7368.22021484375,7566289920,25.53056198137854,32.562983958603176,52.737428579421476,9148.5359375,8694.9345703125,55.0,Greed
