Date,open,high,low,close,close t-3,close t-5,close t-7,close t-12,close t-30,close t+3,close t+5,close t+7,close t+12,close t+30,volume,stoch_k,stoch_k_smooth,stoch_d,ma_5,ma_13, fng_value,fng_classification,target
2018-03-03,0.12081487302287752,0.12524154066558024,0.12361137994439728,0.12678561087615647,0.11001285707641782,0.11083368749437184,0.10222760461989944,0.12418047317857847,0.09223958021184325,0.11466694338128036,0.0893961868905942,0.08059414683879576,0.07250300812073757,0.05507827825039925,0.010823049056850954,0.9699711548202374,0.954252676833064,0.8701760946888513,0.12213080186620867,0.11854145128418248,0.5666666666666667,4,0
2018-03-04,0.12688969579045353,0.12500479239266074,0.12572718328013105,0.12713740269053453,0.11850983933905325,0.11641271817337065,0.09992168684246047,0.12695367707204852,0.08695760153461485,0.10228791324224909,0.08856206956248469,0.09079691221264863,0.07303974410490827,0.060408664002910395,0.00908068312894495,0.9867285530093577,0.9782022912973671,0.9286593302656511,0.12465237238062477,0.11890613603286862,0.43333333333333335,2,0
2018-03-05,0.12742729072563724,0.12791092005002672,0.13059816103003066,0.12806990829018888,0.12058992527293157,0.11131868925257721,0.11083368749437184,0.11586555227231726,0.09230751294425957,0.09361454307499412,0.08171681842170639,0.08544935018160577,0.0670055363962336,0.05178592750366107,0.010185112006295008,0.9032115869472688,0.9657520875398415,0.977769799872679,0.12841838572898812,0.11912141773481569,0.5555555555555556,4,0
2018-03-06,0.1269311553998522,0.12481509737586138,0.11873565775572076,0.11588132483396067,0.12678561087615647,0.11991652911616646,0.11641271817337065,0.1052111191446311,0.0783498032637708,0.09274106608164684,0.09206170769911318,0.08530230669660946,0.07139800785928344,0.051179318949720554,0.01122989311552426,0.08476985788682201,0.6594476836183721,0.8767977792974218,0.12787017768575035,0.11923502479084175,0.6,4,0
2018-03-07,0.11623763614617047,0.1161559051769741,0.10287606526414439,0.10337119444790334,0.12713740269053453,0.12202130528365762,0.11131868925257721,0.1098139374831838,0.0578035825005767,0.08557280667297884,0.08663965445294383,0.0720584521970956,0.07722463216758343,0.04867168015462427,0.016877852852764108,0.1359110251244135,0.36504102535029337,0.6667873202273772,0.12427900605084477,0.11918497461523389,0.35555555555555557,2,0
2018-03-08,0.1031439745048302,0.10428707329384188,0.09723837384453646,0.09460596886397153,0.12806990829018888,0.12829053252400627,0.11991652911616646,0.10222760461989944,0.0702197049311786,0.09640584235995997,0.08649056266110972,0.07250300812073757,0.08127377380106501,0.052605579235564026,0.012246775245238107,0.024972093554528597,0.0611456001448879,0.35695557734629213,0.11756755798943491,0.11803482713318308,0.37777777777777777,2,1
2018-03-09,0.09489957217740563,0.09395171814260775,0.08421685208503926,0.0937232413034705,0.11588132483396067,0.1286465000418678,0.12202130528365762,0.09992168684246047,0.06815690284304633,0.09072793757650846,0.07306222207075669,0.07303974410490827,0.08150013436226022,0.05421524890014494,0.016608578051584215,0.2583834584740433,0.12122076115600987,0.17261046400063834,0.1105986361916122,0.11743122394913175,0.35555555555555557,2,0
2018-03-10,0.09391499645333967,0.09493768763226873,0.08920871257146346,0.08647906636921864,0.10337119444790334,0.12959007430975636,0.12829053252400627,0.11083368749437184,0.0781722825100554,0.0905718105597503,0.0735129706314829,0.0670055363962336,0.07862511754950083,0.05059603853638253,0.007075679900284754,0.11816589669208984,0.11508045046531996,0.08699785603538468,0.10192437016723552,0.11641735336686354,0.37777777777777777,2,1
2018-03-11,0.08626871349088303,0.0976779358893976,0.08570583315109292,0.0974268294329534,0.09460596886397153,0.11725681463220353,0.1286465000418678,0.11641271817337065,0.08549997003369525,0.07650982411104687,0.07405718331539657,0.07139800785928344,0.08078914688493474,0.05151275686470909,0.0096904343399272,0.44097370542723374,0.25902864190659863,0.15477367742287063,0.09807546509437953,0.11541701428144838,0.3888888888888889,2,0
2018-03-12,0.09779089993748397,0.10110170864377799,0.09123369158572509,0.09168879274002752,0.0937232413034705,0.10459819132249895,0.12959007430975636,0.11131868925257721,0.0837110696865658,0.07698184223644788,0.0679389194589044,0.07722463216758343,0.07776108852166001,0.053424944346620526,0.01015310430809853,0.4234596781180633,0.31614963035842014,0.221537681577589,0.09563896091371632,0.11348698971323146,0.39999999999999997,2,0
2018-03-13,0.09118785714640085,0.09401287996560237,0.09126155550466575,0.09153101225847975,0.08647906636921864,0.09572892413922168,0.11725681463220353,0.11991652911616646,0.07606409832056926,0.07755173479576413,0.07239257778332983,0.08127377380106501,0.07529368849710849,0.06660995768357786,0.00881344724079476,0.4786478246770831,0.44088645853345954,0.3331276875387199,0.09499764204692987,0.11195989409862073,0.39999999999999997,2,0
2018-03-14,0.09182698612500698,0.09227481419410152,0.07718353840931694,0.07732010219650472,0.0974268294329534,0.09483571876656383,0.10459819132249895,0.12202130528365762,0.08844711208314882,0.0711447671692956,0.07830036661525597,0.08150013436226022,0.0711935702974677,0.06670602460241494,0.010098025705829286,0.10766688055580521,0.32555297600368865,0.3559125676656144,0.09157657179018816,0.10855651810574879,0.3888888888888889,2,0
2018-03-15,0.07763615982032929,0.07819944394759004,0.07266483910215299,0.07779711923475639,0.09168879274002752,0.08750555682160915,0.09572892413922168,0.12829053252400627,0.08334435437550858,0.0758085811814467,0.08240591254638688,0.07862511754950083,0.06580519625418711,0.06799857276799959,0.011236386450382206,0.24034463549058388,0.26219005033314086,0.33743117165826475,0.08976584818913674,0.10502068566685943,0.3,2,0
2018-03-16,0.07812998516787723,0.08057899009425959,0.07618212956213091,0.07837304724713041,0.09153101225847975,0.09858326779911972,0.09483571876656383,0.1286465000418678,0.09727750200883542,0.0819951420552473,0.08263542629648618,0.08078914688493474,0.06754385928118847,0.07290746508888182,0.006797152023378423,0.25774548230248345,0.18575166220570266,0.2500463698496008,0.08579195471123086,0.10102051066602868,0.3111111111111111,2,1
2018-03-17,0.07811462531258628,0.07695778632317601,0.07313595260018214,0.07189822656359002,0.07732010219650472,0.09277712167661686,0.08750555682160915,0.12959007430975636,0.10772006091387695,0.0862944172232876,0.07972036067369925,0.07776108852166001,0.056250851124099,0.0690355530090575,0.00431692171137983,0.07931469951256666,0.17594101467908024,0.1988036080753063,0.08166439614644752,0.09645627454949704,0.28888888888888886,2,1
2018-03-18,0.07148853523863738,0.07542473936905036,0.06657123338821982,0.07661143274638853,0.07779711923475639,0.09261746837006438,0.09858326779911972,0.11725681463220353,0.10876933699535543,0.08653476108573074,0.08191453480667457,0.07529368849710849,0.052311079811182576,0.06679378650745649,0.010675423515467889,0.4217307247232708,0.23870567412381646,0.19076010483627492,0.07855273993362952,0.09220442560738165,0.26666666666666666,2,1
